city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,23.6,0,2025-12-05T07:23:57.268776,simulated
Galle,6.0535,80.221,26.1,2,2025-12-05T07:23:57.268776,simulated
Kandy,7.2906,80.6337,35.9,0,2025-12-05T07:23:57.268776,simulated
Jaffna,9.6615,80.0255,23.3,1,2025-12-05T07:23:57.268776,simulated
Negombo,7.2083,79.8358,24.2,1,2025-12-05T07:23:57.268776,simulated
Anuradhapura,8.3114,80.4037,14.6,0,2025-12-05T07:23:57.268776,simulated
Kurunegala,7.4863,80.3647,36.0,0,2025-12-05T07:23:57.268776,simulated
Ratnapura,6.6828,80.3992,30.1,2,2025-12-05T07:23:57.268776,simulated
Matara,5.9549,80.555,11.4,2,2025-12-05T07:23:57.268776,simulated
Badulla,6.9934,81.055,39.1,0,2025-12-05T07:23:57.268776,simulated
