city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,22.8,1,2025-12-05T07:59:42.539150,simulated
Galle,6.0535,80.221,19.5,2,2025-12-05T07:59:42.539150,simulated
Kandy,7.2906,80.6337,12.4,1,2025-12-05T07:59:42.539150,simulated
Jaffna,9.6615,80.0255,15.6,1,2025-12-05T07:59:42.539150,simulated
Negombo,7.2083,79.8358,48.1,4,2025-12-05T07:59:42.539150,simulated
Anuradhapura,8.3114,80.4037,24.5,2,2025-12-05T07:59:42.539150,simulated
Kurunegala,7.4863,80.3647,42.4,0,2025-12-05T07:59:42.539150,simulated
Ratnapura,6.6828,80.3992,26.2,0,2025-12-05T07:59:42.539150,simulated
Matara,5.9549,80.555,19.8,0,2025-12-05T07:59:42.539150,simulated
Badulla,6.9934,81.055,43.9,2,2025-12-05T07:59:42.539150,simulated
