city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,27.8,0,2025-12-05T08:49:22.627659,simulated
Galle,6.0535,80.221,26.2,0,2025-12-05T08:49:22.627659,simulated
Kandy,7.2906,80.6337,31.3,2,2025-12-05T08:49:22.627659,simulated
Jaffna,9.6615,80.0255,29.7,2,2025-12-05T08:49:22.627659,simulated
Negombo,7.2083,79.8358,14.2,2,2025-12-05T08:49:22.627659,simulated
Anuradhapura,8.3114,80.4037,28.5,1,2025-12-05T08:49:22.627659,simulated
Kurunegala,7.4863,80.3647,21.1,0,2025-12-05T08:49:22.627659,simulated
Ratnapura,6.6828,80.3992,37.8,2,2025-12-05T08:49:22.627659,simulated
Matara,5.9549,80.555,36.3,0,2025-12-05T08:49:22.627659,simulated
Badulla,6.9934,81.055,21.6,0,2025-12-05T08:49:22.627659,simulated
