id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52666036,269,ASPH.N0000,0.5,0.1,25.0,1765167942000,2025-12-08T04:18:20.639385
52666242,185,SEMB.N0000,0.8,0.1,14.285714285714286,1765168048000,2025-12-08T04:18:20.639385
52665949,329,KHC.N0000,17.9,2.1,13.291139240506329,1765167592000,2025-12-08T04:18:20.639385
52666190,5251,LCBF.N0000,7.8,0.7,9.859154929577464,1765168395000,2025-12-08T04:18:20.639385
52663514,264,CHL.N0000,275.0,24.5,9.780439121756487,1765167008000,2025-12-08T04:18:20.639385
52666203,267,DOCK.N0000,136.0,12.0,9.67741935483871,1765167597000,2025-12-08T04:18:20.639385
52665990,1744,LGL.X0000,53.0,4.5,9.278350515463918,1765167939000,2025-12-08T04:18:20.639385
52665853,5351,MDL.N0000,19.5,1.5,8.333333333333334,1765167650000,2025-12-08T04:18:20.639385
52665900,554,ACME.N0000,6.5,0.5,8.333333333333334,1765167710000,2025-12-08T04:18:20.639385
52665967,6616,INME.N0000,1898.0,146.0,8.333333333333334,1765167729000,2025-12-08T04:18:20.639385
