id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52708724,269,ASPH.N0000,0.4,-0.1,-20.0,1765262977000,2025-12-09T06:49:07.257070
52709068,204,ABAN.N0000,1100.0,-95.0,-7.949790794979079,1765262927000,2025-12-09T06:49:07.257070
52706790,4,TESS.N0000,1.5,-0.1,-6.25,1765261818000,2025-12-09T06:49:07.257070
52709073,389,LAMB.N0000,1400.0,-85.0,-5.723905723905724,1765263426000,2025-12-09T06:49:07.257070
52709090,44,PHAR.N0000,132.25,-8.0,-5.704099821746881,1765263219000,2025-12-09T06:49:07.257070
52706538,1595,MAL.X0000,40.6,-2.4,-5.5813953488372094,1765262169000,2025-12-09T06:49:07.257070
52699166,132,HAPU.N0000,56.1,-3.0,-5.0761421319796955,1765257069000,2025-12-09T06:49:07.257070
52703112,198,SHAW.N0000,191.0,-9.0,-4.5,1765259826000,2025-12-09T06:49:07.257070
52708597,1789,SFCL.N0000,1065.0,-49.5,-4.441453566621804,1765262838000,2025-12-09T06:49:07.257070
52705715,3080,BRR.N0000,21.1,-0.5,-2.314814814814815,1765261105000,2025-12-09T06:49:07.257070
