id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1250.0,1297.75,1190.0,1195.0,-5.25,-0.43740886,992,1765184387012,30,2025-12-08T18:01:57.389002
1845,AFSL.N0000,68.0,69.1,65.0,66.1,-0.3,-0.45180723,22364,1765184006415,7,2025-12-08T18:01:57.389002
2065,AEL.N0000,71.5,73.7,71.5,72.0,0.8,1.1235955,1542625,1765184394698,2,2025-12-08T18:01:57.389002
472,ACL.N0000,240.75,245.0,240.75,244.0,5.0,2.0920503,342281,1765184387728,10000,2025-12-08T18:01:57.389002
406,APLA.N0000,1580.0,1642.0,1580.0,1616.5,50.5,3.2247765,204,1765184394264,9,2025-12-08T18:01:57.389002
554,ACME.N0000,6.5,6.5,5.9,6.1,0.1,1.6666666,41858,1765182803066,5,2025-12-08T18:01:57.389002
163,AGAL.N0000,50.0,51.5,49.5,49.8,0.0,0.0,35480,1765184310646,20,2025-12-08T18:01:57.389002
2026,AGST.N0000,8.6,8.9,8.6,8.7,0.2,2.3529413,262985,1765184378412,5000,2025-12-08T18:01:57.389002
2035,AGST.X0000,11.4,12.2,11.4,12.2,0.0,0.0,1195,1765184165625,1,2025-12-08T18:01:57.389002
144,AHUN.N0000,103.25,107.0,102.0,104.5,1.25,1.2106538,43037,1765183394372,6,2025-12-08T18:01:57.389002
