id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52710153,357,SEMB.X0000,0.4,0.1,33.333333333333336,1765263656000,2025-12-09T07:04:39.718166
52710819,267,DOCK.N0000,174.0,34.75,24.95511669658887,1765264148000,2025-12-09T07:04:39.718166
52710590,189,BOGA.N0000,149.5,29.75,24.843423799582464,1765264105000,2025-12-09T07:04:39.718166
52708359,6616,INME.N0000,2300.0,444.25,23.939108177286812,1765262435000,2025-12-09T07:04:39.718166
52710867,5732,UBF.N0000,3.6,0.6,20.0,1765264454000,2025-12-09T07:04:39.718166
52709106,5351,MDL.N0000,20.9,2.7,14.835164835164836,1765263805000,2025-12-09T07:04:39.718166
52710755,185,SEMB.N0000,0.8,0.1,14.285714285714286,1765264616000,2025-12-09T07:04:39.718166
52710718,203,RGEM.N0000,99.9,11.0,12.373453318335208,1765264495000,2025-12-09T07:04:39.718166
52710075,2997,TESS.X0000,1.1,0.1,10.0,1765263574000,2025-12-09T07:04:39.718166
52709224,246,SHOT.N0000,21.8,1.9,9.547738693467336,1765263475000,2025-12-09T07:04:39.718166
