id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52693015,363,NEH.N0000,4100.5,-399.5,-8.877777777777778,1765254274000,2025-12-09T04:16:23.429843
52692589,5511,AFS.N0000,23.1,-1.1,-4.545454545454546,1765253460000,2025-12-09T04:16:23.429843
52692445,300,VLL.N0000,22.0,-0.8,-3.508771929824561,1765253235000,2025-12-09T04:16:23.429843
52692133,354,PALM.N0000,67.1,-2.2,-3.1746031746031744,1765253216000,2025-12-09T04:16:23.429843
52693182,5371,KPHL.N0000,9.4,-0.3,-3.0927835051546393,1765253748000,2025-12-09T04:16:23.429843
52691895,209,MSL.N0000,500.25,-15.25,-2.9582929194956353,1765252807000,2025-12-09T04:16:23.429843
52692899,137,LPRT.N0000,420.0,-11.0,-2.5522041763341066,1765253526000,2025-12-09T04:16:23.429843
52693459,5353,COOP.N0000,3.9,-0.1,-2.5,1765253796000,2025-12-09T04:16:23.429843
52691942,5173,EML.N0000,4.6,-0.1,-2.127659574468085,1765252807000,2025-12-09T04:16:23.429843
52692363,511,RICH.N0000,39.2,-0.8,-2.0,1765253930000,2025-12-09T04:16:23.429843
