id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1250.0,1250.0,1250.0,1250.0,49.75,4.14497,1,1765167142546,1,2025-12-08T04:18:19.921483
1845,AFSL.N0000,68.0,68.1,67.5,67.5,1.1,1.6566265,2102,1765166922767,2000,2025-12-08T04:18:19.921483
2065,AEL.N0000,71.5,73.0,71.5,72.6,1.4,1.9662921,80978,1765167475009,12,2025-12-08T04:18:19.921483
472,ACL.N0000,240.75,243.0,240.75,242.5,3.5,1.4644351,7704,1765167287494,1,2025-12-08T04:18:19.921483
406,APLA.N0000,1580.0,1642.0,1580.0,1642.0,76.0,4.853129,48,1765166798826,1,2025-12-08T04:18:19.921483
554,ACME.N0000,6.5,6.5,6.5,6.5,0.5,8.333333,1,1765167317396,1,2025-12-08T04:18:19.921483
163,AGAL.N0000,50.0,51.4,50.0,51.4,1.6,3.2128515,1352,1765167459912,1,2025-12-08T04:18:19.921483
2026,AGST.N0000,8.6,8.8,8.6,8.8,0.3,3.5294118,109468,1765167435630,967,2025-12-08T04:18:19.921483
144,AHUN.N0000,103.25,107.0,102.0,107.0,3.75,3.6319613,5038,1765167452372,98,2025-12-08T04:18:19.921483
343,SPEN.N0000,148.0,151.0,148.0,151.0,2.0,1.3422819,270,1765167332191,87,2025-12-08T04:18:19.921483
