id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52693170,6616,INME.N0000,2155.0,299.25,16.12555570524047,1765254004000,2025-12-09T04:10:52.774770
52693085,385,CFI.N0000,465.0,44.75,10.648423557406305,1765253609000,2025-12-09T04:10:52.774770
52692255,1845,AFSL.N0000,72.5,6.4,9.68229954614221,1765253644000,2025-12-09T04:10:52.774770
52692180,277,CIT.N0000,514.5,42.5,9.004237288135593,1765253339000,2025-12-09T04:10:52.774770
52691921,117,SIL.N0000,385.0,28.75,8.070175438596491,1765252807000,2025-12-09T04:10:52.774770
52692611,225,ASIR.N0000,31.6,2.2,7.482993197278912,1765254059000,2025-12-09T04:10:52.774770
52692682,3244,AINS.N0000,36.0,2.2,6.508875739644971,1765253415000,2025-12-09T04:10:52.774770
52692179,278,UCAR.N0000,1286.5,72.75,5.993820803295572,1765253551000,2025-12-09T04:10:52.774770
52692051,505,CSD.N0000,32.7,1.8,5.825242718446602,1765253176000,2025-12-09T04:10:52.774770
52692259,329,KHC.N0000,16.9,0.9,5.625,1765253010000,2025-12-09T04:10:52.774770
