id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1199.75,1220.0,1100.0,1100.0,-95.0,-7.949791,2965,1765262849083,10,2025-12-09T06:49:05.690775
1845,AFSL.N0000,72.5,72.9,69.0,69.0,2.9,4.387292,3074,1765262328625,12,2025-12-09T06:49:05.690775
2065,AEL.N0000,72.0,73.5,72.0,72.7,0.7,0.9722222,228729,1765262780517,12,2025-12-09T06:49:05.690775
472,ACL.N0000,244.25,252.75,244.0,252.75,8.75,3.5860655,649145,1765262914210,7,2025-12-09T06:49:05.690775
406,APLA.N0000,1637.5,1638.0,1601.0,1606.0,-10.5,-0.6495515,88,1765261691867,3,2025-12-09T06:49:05.690775
554,ACME.N0000,6.3,6.3,5.9,6.0,-0.1,-1.6393442,155912,1765262847820,150,2025-12-09T06:49:05.690775
163,AGAL.N0000,50.2,52.7,50.2,52.0,2.2,4.4176707,8979,1765262723525,338,2025-12-09T06:49:05.690775
2026,AGST.N0000,8.8,9.0,8.7,9.0,0.3,3.4482758,72677,1765262914121,5000,2025-12-09T06:49:05.690775
144,AHUN.N0000,107.0,107.0,102.75,106.0,1.5,1.4354067,141736,1765262588755,1024,2025-12-09T06:49:05.690775
343,SPEN.N0000,149.0,149.0,148.0,148.0,0.0,0.0,1971,1765262629364,30,2025-12-09T06:49:05.690775
