id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52708079,269,ASPH.N0000,0.4,-0.1,-20.0,1765262783000,2025-12-09T06:43:42.139663
52708302,204,ABAN.N0000,1120.0,-75.0,-6.2761506276150625,1765263145000,2025-12-09T06:43:42.139663
52706790,4,TESS.N0000,1.5,-0.1,-6.25,1765261818000,2025-12-09T06:43:42.139663
52706538,1595,MAL.X0000,40.6,-2.4,-5.5813953488372094,1765262169000,2025-12-09T06:43:42.139663
52699166,132,HAPU.N0000,56.1,-3.0,-5.0761421319796955,1765257069000,2025-12-09T06:43:42.139663
52703112,198,SHAW.N0000,191.0,-9.0,-4.5,1765259826000,2025-12-09T06:43:42.139663
52708597,1789,SFCL.N0000,1065.0,-49.5,-4.441453566621804,1765262838000,2025-12-09T06:43:42.139663
52705715,3080,BRR.N0000,21.1,-0.5,-2.314814814814815,1765261105000,2025-12-09T06:43:42.139663
52708527,291,NAMU.N0000,622.25,-13.75,-2.161949685534591,1765262983000,2025-12-09T06:43:42.139663
52707216,5173,EML.N0000,4.6,-0.1,-2.127659574468085,1765262603000,2025-12-09T06:43:42.139663
