id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52691795,117,SIL.N0000,356.25,-35.75,-9.119897959183673,1765185294000,2025-12-08T18:07:07.559003
52691173,2997,TESS.X0000,1.0,-0.1,-9.090909090909092,1765184481000,2025-12-08T18:07:07.559003
52690206,492,ONAL.N0000,40.4,-2.5,-5.827505827505828,1765184621000,2025-12-08T18:07:07.559003
52677350,4966,CWL.N0000,12.2,-0.7,-5.426356589147287,1765173636000,2025-12-08T18:07:07.559003
52691538,4058,HPL.N0000,23.9,-1.1,-4.4,1765184952000,2025-12-08T18:07:07.559003
52690486,3244,AINS.N0000,33.8,-1.5,-4.2492917847025495,1765184492000,2025-12-08T18:07:07.559003
52691789,400,MBSL.N0000,10.0,-0.4,-3.8461538461538463,1765184612000,2025-12-08T18:07:07.559003
52691108,2147,SDB.N0000,55.2,-2.2,-3.832752613240418,1765184822000,2025-12-08T18:07:07.559003
52691020,1785,SFIN.N0000,53.1,-2.0,-3.629764065335753,1765184167000,2025-12-08T18:07:07.559003
52691784,322,LFIN.N0000,140.0,-5.0,-3.4482758620689653,1765184828000,2025-12-08T18:07:07.559003
