id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1250.0,1250.0,1250.0,1250.0,49.75,4.14497,1,1765167142546,1,2025-12-08T04:13:10.397433
1845,AFSL.N0000,68.0,68.0,67.5,67.5,1.1,1.6566265,2101,1765166922767,2000,2025-12-08T04:13:10.397433
2065,AEL.N0000,71.5,73.0,71.5,72.5,1.3,1.8258427,75145,1765167169015,400,2025-12-08T04:13:10.397433
472,ACL.N0000,240.75,243.0,240.75,242.5,3.5,1.4644351,7583,1765167117080,6,2025-12-08T04:13:10.397433
406,APLA.N0000,1580.0,1642.0,1580.0,1642.0,76.0,4.853129,48,1765166798826,1,2025-12-08T04:13:10.397433
163,AGAL.N0000,50.0,50.5,50.0,50.5,0.7,1.4056225,1351,1765167089614,100,2025-12-08T04:13:10.397433
2026,AGST.N0000,8.6,8.8,8.6,8.8,0.3,3.5294118,108501,1765166961071,500,2025-12-08T04:13:10.397433
144,AHUN.N0000,103.25,103.25,102.0,102.0,-1.25,-1.2106538,2983,1765167036513,1000,2025-12-08T04:13:10.397433
343,SPEN.N0000,148.0,151.0,148.0,151.0,2.0,1.3422819,183,1765166856938,3,2025-12-08T04:13:10.397433
395,ALLI.N0000,365.0,366.5,365.0,365.0,5.5,1.5299027,2180,1765167142100,2,2025-12-08T04:13:10.397433
