id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52663344,117,SIL.N0000,350.0,-42.0,-10.714285714285714,1765166405000,2025-12-08T04:02:51.965185
52663210,3244,AINS.N0000,32.8,-2.5,-7.0821529745042495,1765166405000,2025-12-08T04:02:51.965185
52663562,6032,MFPE.N0000,11.1,-0.7,-5.932203389830509,1765167235000,2025-12-08T04:02:51.965185
52663306,4439,MCPL.N0000,42.8,-2.6,-5.726872246696035,1765166405000,2025-12-08T04:02:51.965185
52663383,5892,CALI.U0000,13.6,-0.7,-4.895104895104895,1765166405000,2025-12-08T04:02:51.965185
52663251,510,CTHR.N0000,646.0,-25.5,-3.7974683544303796,1765166405000,2025-12-08T04:02:51.965185
52663328,1481,RHL.X0000,33.1,-1.2,-3.498542274052478,1765166405000,2025-12-08T04:02:51.965185
52663586,363,NEH.N0000,4368.0,-132.0,-2.933333333333333,1765167262000,2025-12-08T04:02:51.965185
52663305,400,MBSL.N0000,10.1,-0.3,-2.8846153846153846,1765166405000,2025-12-08T04:02:51.965185
52663560,5351,MDL.N0000,17.5,-0.5,-2.7777777777777777,1765167006000,2025-12-08T04:02:51.965185
