id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1199.75,1220.0,1100.0,1128.0,-67.0,-5.6066947,4001,1765265451570,10,2025-12-09T07:32:56.692491
1845,AFSL.N0000,72.5,72.9,68.0,69.0,2.9,4.387292,3374,1765265495337,200,2025-12-09T07:32:56.692491
2065,AEL.N0000,72.0,73.5,72.0,73.0,1.0,1.3888888,665399,1765265394311,100,2025-12-09T07:32:56.692491
472,ACL.N0000,244.25,260.25,244.0,258.75,14.75,6.045082,701707,1765265377708,100,2025-12-09T07:32:56.692491
406,APLA.N0000,1637.5,1640.0,1601.0,1640.0,23.5,1.4537581,967,1765265344378,9,2025-12-09T07:32:56.692491
554,ACME.N0000,6.3,6.3,5.9,6.0,-0.1,-1.6393442,185206,1765265242155,1,2025-12-09T07:32:56.692491
163,AGAL.N0000,50.2,52.8,50.2,52.8,3.0,6.0240965,14885,1765265403612,380,2025-12-09T07:32:56.692491
2026,AGST.N0000,8.8,9.1,8.7,9.1,0.4,4.597701,414859,1765265479490,300,2025-12-09T07:32:56.692491
144,AHUN.N0000,107.0,107.0,102.75,106.0,1.5,1.4354067,143791,1765265436313,140,2025-12-09T07:32:56.692491
343,SPEN.N0000,149.0,149.0,146.0,146.0,-2.0,-1.3513514,2329,1765265509098,20,2025-12-09T07:32:56.692491
