id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1250.0,1297.75,1250.0,1297.75,97.5,8.123307,21,1765168031601,5,2025-12-08T04:34:32.911427
1845,AFSL.N0000,68.0,68.1,67.5,68.1,1.7,2.560241,3596,1765168250063,659,2025-12-08T04:34:32.911427
2065,AEL.N0000,71.5,73.0,71.5,73.0,1.8,2.52809,179841,1765168434912,7914,2025-12-08T04:34:32.911427
472,ACL.N0000,240.75,243.0,240.75,241.0,2.0,0.83682007,10668,1765168417712,40,2025-12-08T04:34:32.911427
406,APLA.N0000,1580.0,1642.0,1580.0,1642.0,76.0,4.853129,65,1765167766664,15,2025-12-08T04:34:32.911427
554,ACME.N0000,6.5,6.5,6.2,6.2,0.2,3.3333333,211,1765167828787,210,2025-12-08T04:34:32.911427
163,AGAL.N0000,50.0,51.4,50.0,51.4,1.6,3.2128515,4959,1765167908726,3500,2025-12-08T04:34:32.911427
2026,AGST.N0000,8.6,8.9,8.6,8.8,0.3,3.5294118,117163,1765168417950,112,2025-12-08T04:34:32.911427
144,AHUN.N0000,103.25,107.0,102.0,107.0,3.75,3.6319613,5067,1765167677410,1,2025-12-08T04:34:32.911427
343,SPEN.N0000,148.0,151.0,148.0,151.0,2.0,1.3422819,359,1765167701096,88,2025-12-08T04:34:32.911427
