id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52709715,267,DOCK.N0000,174.0,34.75,24.95511669658887,1765263598000,2025-12-09T06:54:23.858697
52709397,189,BOGA.N0000,149.5,29.75,24.843423799582464,1765263093000,2025-12-09T06:54:23.858697
52708359,6616,INME.N0000,2300.0,444.25,23.939108177286812,1765262435000,2025-12-09T06:54:23.858697
52709763,5732,UBF.N0000,3.5,0.5,16.666666666666668,1765263516000,2025-12-09T06:54:23.858697
52709106,5351,MDL.N0000,20.9,2.7,14.835164835164836,1765263805000,2025-12-09T06:54:23.858697
52708641,185,SEMB.N0000,0.8,0.1,14.285714285714286,1765263335000,2025-12-09T06:54:23.858697
52709605,400,MBSL.N0000,11.0,1.0,10.0,1765263711000,2025-12-09T06:54:23.858697
52702998,385,CFI.N0000,462.0,41.75,9.934562760261748,1765259964000,2025-12-09T06:54:23.858697
52709224,246,SHOT.N0000,21.8,1.9,9.547738693467336,1765263475000,2025-12-09T06:54:23.858697
52706627,520,CTLD.N0000,37.3,3.2,9.3841642228739,1765261847000,2025-12-09T06:54:23.858697
