id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52664778,117,SIL.N0000,350.0,-42.0,-10.714285714285714,1765167029000,2025-12-08T04:23:31.239368
52666679,1786,HVA.N0000,3.3,-0.2,-5.714285714285714,1765168501000,2025-12-08T04:23:31.239368
52667106,492,ONAL.N0000,40.6,-2.3,-5.361305361305361,1765167819000,2025-12-08T04:23:31.239368
52667054,4439,MCPL.N0000,43.1,-2.3,-5.066079295154185,1765168208000,2025-12-08T04:23:31.239368
52665906,4966,CWL.N0000,12.3,-0.6,-4.651162790697675,1765168315000,2025-12-08T04:23:31.239368
52664087,363,NEH.N0000,4300.0,-200.0,-4.444444444444445,1765167231000,2025-12-08T04:23:31.239368
52666923,527,LCEY.N0000,84.0,-3.8,-4.328018223234624,1765168378000,2025-12-08T04:23:31.239368
52665479,510,CTHR.N0000,646.0,-25.5,-3.7974683544303796,1765167463000,2025-12-08T04:23:31.239368
52666752,354,PALM.N0000,67.5,-2.5,-3.5714285714285716,1765167669000,2025-12-08T04:23:31.239368
52664992,5892,CALI.U0000,13.9,-0.4,-2.797202797202797,1765167786000,2025-12-08T04:23:31.239368
