id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52663121,267,DOCK.N0000,124.0,16.23,15.059849679873805,1764926067000,2025-12-06T05:21:02.078387
52652253,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764920413000,2025-12-06T05:21:02.078387
52662741,329,KHC.N0000,15.8,0.8,5.333333333333333,1764925962000,2025-12-06T05:21:02.078387
52663154,189,BOGA.N0000,120.0,5.25,4.57516339869281,1764925384000,2025-12-06T05:21:02.078387
52662533,193,BALA.N0000,73.3,3.0,4.267425320056899,1764925086000,2025-12-06T05:21:02.078387
52660952,1596,ODEL.N0000,11.5,0.4,3.6036036036036037,1764924800000,2025-12-06T05:21:02.078387
52663070,6577,JFP.N0000,13.0,0.4,3.1746031746031744,1764925933000,2025-12-06T05:21:02.078387
52662136,1786,HVA.N0000,3.5,0.1,2.9411764705882355,1764924998000,2025-12-06T05:21:02.078387
52647641,306,AUTO.N0000,174.75,4.75,2.7941176470588234,1764918622000,2025-12-06T05:21:02.078387
52663066,2229,CITH.N0000,3.9,0.1,2.6315789473684212,1764925393000,2025-12-06T05:21:02.078387
