id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52711584,504,PEG.N0000,40.3,-4.2,-9.438202247191011,1765264231000,2025-12-09T07:17:36.844089
52710825,204,ABAN.N0000,1100.0,-95.0,-7.949790794979079,1765264575000,2025-12-09T07:17:36.844089
52711513,132,HAPU.N0000,55.0,-4.1,-6.937394247038917,1765264753000,2025-12-09T07:17:36.844089
52709389,4,TESS.N0000,1.5,-0.1,-6.25,1765263502000,2025-12-09T07:17:36.844089
52712270,168,SOY.N0000,2222.0,-124.5,-5.3057745578521205,1765264715000,2025-12-09T07:17:36.844089
52703112,198,SHAW.N0000,191.0,-9.0,-4.5,1765259826000,2025-12-09T07:17:36.844089
52711494,164,REXP.N0000,380.0,-17.75,-4.462602137020742,1765264828000,2025-12-09T07:17:36.844089
52708597,1789,SFCL.N0000,1065.0,-49.5,-4.441453566621804,1765262838000,2025-12-09T07:17:36.844089
52711633,55,RPBH.N0000,57.0,-2.0,-3.389830508474576,1765264640000,2025-12-09T07:17:36.844089
52711275,1630,CDB.N0000,365.0,-12.75,-3.3752481800132363,1765264161000,2025-12-09T07:17:36.844089
