id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1199.75,1220.0,1100.0,1100.0,-95.0,-7.949791,3829,1765263830750,10,2025-12-09T07:17:35.976586
1845,AFSL.N0000,72.5,72.9,68.0,68.0,1.9,2.8744326,3174,1765263399373,100,2025-12-09T07:17:35.976586
2065,AEL.N0000,72.0,73.5,72.0,72.9,0.9,1.25,456919,1765264529071,10,2025-12-09T07:17:35.976586
472,ACL.N0000,244.25,260.25,244.0,258.75,14.75,6.045082,696331,1765264500842,165,2025-12-09T07:17:35.976586
406,APLA.N0000,1637.5,1638.0,1601.0,1630.0,13.5,0.83513767,92,1765264526302,4,2025-12-09T07:17:35.976586
554,ACME.N0000,6.3,6.3,5.9,5.9,-0.2,-3.2786884,184912,1765263860455,184,2025-12-09T07:17:35.976586
163,AGAL.N0000,50.2,52.7,50.2,52.3,2.5,5.02008,8980,1765264398577,1,2025-12-09T07:17:35.976586
2026,AGST.N0000,8.8,9.1,8.7,9.1,0.4,4.597701,365259,1765264613907,5000,2025-12-09T07:17:35.976586
144,AHUN.N0000,107.0,107.0,102.75,104.0,-0.5,-0.4784689,143651,1765264374964,215,2025-12-09T07:17:35.976586
343,SPEN.N0000,149.0,149.0,146.0,146.0,-2.0,-1.3513514,2309,1765264578654,55,2025-12-09T07:17:35.976586
