id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52707697,357,SEMB.X0000,0.4,0.1,33.333333333333336,1765262385000,2025-12-09T06:43:41.535122
52708686,267,DOCK.N0000,174.0,34.75,24.95511669658887,1765263425000,2025-12-09T06:43:41.535122
52708520,189,BOGA.N0000,149.5,29.75,24.843423799582464,1765263494000,2025-12-09T06:43:41.535122
52708359,6616,INME.N0000,2300.0,444.25,23.939108177286812,1765262435000,2025-12-09T06:43:41.535122
52708641,185,SEMB.N0000,0.8,0.1,14.285714285714286,1765263335000,2025-12-09T06:43:41.535122
52708672,400,MBSL.N0000,11.1,1.1,11.0,1765262967000,2025-12-09T06:43:41.535122
52708685,5732,UBF.N0000,3.3,0.3,10.0,1765262681000,2025-12-09T06:43:41.535122
52702998,385,CFI.N0000,462.0,41.75,9.934562760261748,1765259964000,2025-12-09T06:43:41.535122
52707346,246,SHOT.N0000,21.8,1.9,9.547738693467336,1765262706000,2025-12-09T06:43:41.535122
52706627,520,CTLD.N0000,37.3,3.2,9.3841642228739,1765261847000,2025-12-09T06:43:41.535122
