id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1199.75,1220.0,1100.0,1130.0,-65.0,-5.4393306,3981,1765264907195,10,2025-12-09T07:22:43.213961
1845,AFSL.N0000,72.5,72.9,68.0,68.0,1.9,2.8744326,3174,1765263399373,100,2025-12-09T07:22:43.213961
2065,AEL.N0000,72.0,73.5,72.0,72.9,0.9,1.25,483909,1765264822664,1983,2025-12-09T07:22:43.213961
472,ACL.N0000,244.25,260.25,244.0,259.0,15.0,6.147541,697167,1765264871533,10,2025-12-09T07:22:43.213961
406,APLA.N0000,1637.5,1638.0,1601.0,1637.75,21.25,1.3145685,140,1765264931032,2,2025-12-09T07:22:43.213961
554,ACME.N0000,6.3,6.3,5.9,5.9,-0.2,-3.2786884,184912,1765263860455,184,2025-12-09T07:22:43.213961
163,AGAL.N0000,50.2,52.7,50.2,52.3,2.5,5.02008,8980,1765264398577,1,2025-12-09T07:22:43.213961
2026,AGST.N0000,8.8,9.1,8.7,9.1,0.4,4.597701,400559,1765264914612,3000,2025-12-09T07:22:43.213961
144,AHUN.N0000,107.0,107.0,102.75,104.0,-0.5,-0.4784689,143651,1765264374964,215,2025-12-09T07:22:43.213961
343,SPEN.N0000,149.0,149.0,146.0,146.0,-2.0,-1.3513514,2309,1765264578654,55,2025-12-09T07:22:43.213961
