id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52662980,6616,INME.N0000,1752.0,-421.25,-19.383411940641896,1764925479000,2025-12-06T05:45:09.591190
52661256,2150,RFL.N0000,35.5,-5.4,-13.202933985330073,1764924699000,2025-12-06T05:45:09.591190
52662519,4,TESS.N0000,1.4,-0.2,-12.5,1764925524000,2025-12-06T05:45:09.591190
52661774,5511,AFS.N0000,22.4,-2.4,-9.67741935483871,1764925698000,2025-12-06T05:45:09.591190
52661504,520,CTLD.N0000,34.1,-3.6,-9.549071618037136,1764924836000,2025-12-06T05:45:09.591190
52662421,468,TAJ.N0000,38.3,-3.5,-8.373205741626794,1764925695000,2025-12-06T05:45:09.591190
52647338,243,SLND.N0000,1816.5,-157.5,-7.9787234042553195,1764918530000,2025-12-06T05:45:09.591190
52662958,113,ETWO.N0000,75.8,-6.1,-7.448107448107448,1764926079000,2025-12-06T05:45:09.591190
52662058,461,KZOO.N0000,10.2,-0.8,-7.2727272727272725,1764925539000,2025-12-06T05:45:09.591190
52663111,1844,AMF.N0000,66.5,-5.2,-7.252440725244073,1764926128000,2025-12-06T05:45:09.591190
