id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52668514,269,ASPH.N0000,0.5,0.1,25.0,1765169248000,2025-12-08T04:34:35.489771
52667998,185,SEMB.N0000,0.8,0.1,14.285714285714286,1765168724000,2025-12-08T04:34:35.489771
52668313,132,HAPU.N0000,61.9,7.2,13.162705667276052,1765169029000,2025-12-08T04:34:35.489771
52668320,277,CIT.N0000,519.0,58.5,12.703583061889251,1765168516000,2025-12-08T04:34:35.489771
52668516,5251,LCBF.N0000,7.8,0.7,9.859154929577464,1765168566000,2025-12-08T04:34:35.489771
52663514,264,CHL.N0000,275.0,24.5,9.780439121756487,1765167008000,2025-12-08T04:34:35.489771
52666465,1744,LGL.X0000,53.0,4.5,9.278350515463918,1765167865000,2025-12-08T04:34:35.489771
52668395,203,RGEM.N0000,93.8,7.9,9.19674039580908,1765169095000,2025-12-08T04:34:35.489771
52668549,329,KHC.N0000,17.2,1.4,8.860759493670885,1765169405000,2025-12-08T04:34:35.489771
52667537,5351,MDL.N0000,19.5,1.5,8.333333333333334,1765168420000,2025-12-08T04:34:35.489771
