id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52653529,357,SEMB.X0000,0.4,0.1,33.333333333333336,1764921390000,2025-12-05T07:49:32.579995
52652623,269,ASPH.N0000,0.5,0.1,25.0,1764920889000,2025-12-05T07:49:32.579995
52652752,185,SEMB.N0000,0.8,0.1,14.285714285714286,1764921294000,2025-12-05T07:49:32.579995
52653548,267,DOCK.N0000,121.5,13.73,12.740094646005382,1764921232000,2025-12-05T07:49:32.579995
52647265,453,CHL.X0000,198.75,12.5,6.7114093959731544,1764918254000,2025-12-05T07:49:32.579995
52652253,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764920413000,2025-12-05T07:49:32.579995
52652703,2091,MEL.N0000,4.1,0.2,5.128205128205129,1764921057000,2025-12-05T07:49:32.579995
52636990,1789,SFCL.N0000,1170.0,55.5,4.979811574697174,1764913794000,2025-12-05T07:49:32.579995
52648643,3244,AINS.N0000,37.0,1.7,4.81586402266289,1764919558000,2025-12-05T07:49:32.579995
52648861,193,BALA.N0000,73.5,3.2,4.551920341394026,1764919384000,2025-12-05T07:49:32.579995
