id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1230.0,1230.0,1230.0,-3.25,-0.26353133,28,1764907200287,28,2025-12-05T04:10:54.314171
1845,AFSL.N0000,68.5,68.9,68.5,68.9,0.4,0.5839416,2150,1764907396271,2000,2025-12-05T04:10:54.314171
2065,AEL.N0000,71.4,73.0,71.4,73.0,1.7,2.3842916,179508,1764907815910,50,2025-12-05T04:10:54.314171
472,ACL.N0000,238.0,245.0,238.0,245.0,5.25,2.189781,18129,1764907796272,100,2025-12-05T04:10:54.314171
554,ACME.N0000,6.4,6.4,6.4,6.4,0.2,3.2258065,4,1764907200289,4,2025-12-05T04:10:54.314171
163,AGAL.N0000,52.1,52.1,52.1,52.1,-0.5,-0.95057034,841,1764907200290,841,2025-12-05T04:10:54.314171
2026,AGST.N0000,8.7,8.7,8.7,8.7,0.1,1.1627907,49048,1764907655043,500,2025-12-05T04:10:54.314171
144,AHUN.N0000,103.25,103.25,103.25,103.25,1.25,1.2254902,1000,1764907802961,900,2025-12-05T04:10:54.314171
343,SPEN.N0000,150.0,150.0,150.0,150.0,0.0,0.0,226,1764907200363,226,2025-12-05T04:10:54.314171
395,ALLI.N0000,366.0,366.0,366.0,366.0,-3.25,-0.8801625,81,1764907200292,81,2025-12-05T04:10:54.314171
