id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52658655,269,ASPH.N0000,0.5,0.1,25.0,1764923969000,2025-12-05T08:39:07.721326
52659750,267,DOCK.N0000,124.5,16.73,15.52380068664749,1764924243000,2025-12-05T08:39:07.721326
52656457,185,SEMB.N0000,0.8,0.1,14.285714285714286,1764922636000,2025-12-05T08:39:07.721326
52659140,264,CHL.N0000,274.75,18.25,7.115009746588694,1764924209000,2025-12-05T08:39:07.721326
52652253,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764920413000,2025-12-05T08:39:07.721326
52659660,189,BOGA.N0000,121.0,6.25,5.446623093681917,1764924736000,2025-12-05T08:39:07.721326
52657633,329,KHC.N0000,15.8,0.8,5.333333333333333,1764923768000,2025-12-05T08:39:07.721326
52636990,1789,SFCL.N0000,1170.0,55.5,4.979811574697174,1764913794000,2025-12-05T08:39:07.721326
52659006,193,BALA.N0000,73.7,3.4,4.836415362731152,1764924448000,2025-12-05T08:39:07.721326
52655376,3244,AINS.N0000,37.0,1.7,4.81586402266289,1764922268000,2025-12-05T08:39:07.721326
