id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1200.0,-33.25,-2.6961281,1153,1764921394820,27,2025-12-05T08:12:04.564853
1845,AFSL.N0000,68.5,70.0,65.5,66.0,-2.5,-3.649635,3787,1764921636301,180,2025-12-05T08:12:04.564853
2065,AEL.N0000,71.4,73.0,70.9,71.0,-0.3,-0.42075735,1532760,1764922290239,105,2025-12-05T08:12:04.564853
472,ACL.N0000,238.0,245.0,237.5,238.0,-1.75,-0.729927,260318,1764922179965,95,2025-12-05T08:12:04.564853
406,APLA.N0000,1649.5,1649.5,1550.0,1598.0,6.0,0.37688443,707,1764922242631,1,2025-12-05T08:12:04.564853
554,ACME.N0000,6.4,6.4,6.0,6.0,-0.2,-3.2258065,32062,1764922068154,855,2025-12-05T08:12:04.564853
163,AGAL.N0000,52.1,52.1,49.1,49.1,-3.5,-6.653992,51724,1764922242422,400,2025-12-05T08:12:04.564853
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,433549,1764922297421,1250,2025-12-05T08:12:04.564853
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T08:12:04.564853
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,28323,1764921304576,550,2025-12-05T08:12:04.564853
