id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52657782,6616,INME.N0000,1799.0,-374.25,-17.220752329460485,1764923816000,2025-12-05T08:27:30.477004
52655128,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764921745000,2025-12-05T08:27:30.477004
52657816,520,CTLD.N0000,34.1,-3.6,-9.549071618037136,1764923085000,2025-12-05T08:27:30.477004
52649999,153,SING.N0000,47.1,-4.8,-9.248554913294798,1764920244000,2025-12-05T08:27:30.477004
52657897,468,TAJ.N0000,38.0,-3.8,-9.090909090909092,1764923580000,2025-12-05T08:27:30.477004
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T08:27:30.477004
52657208,167,HARI.N0000,5550.0,-488.0,-8.082146406094733,1764923546000,2025-12-05T08:27:30.477004
52656381,1844,AMF.N0000,66.0,-5.7,-7.949790794979079,1764922534000,2025-12-05T08:27:30.477004
52658020,5291,SDF.N0000,40.4,-3.1,-7.126436781609195,1764923960000,2025-12-05T08:27:30.477004
52658111,1785,SFIN.N0000,54.8,-4.2,-7.11864406779661,1764923909000,2025-12-05T08:27:30.477004
