id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1200.0,1220.0,-13.25,-1.074397,646,1764915976801,19,2025-12-05T06:28:55.143894
1845,AFSL.N0000,68.5,70.0,65.5,65.5,-3.0,-4.379562,3480,1764914431172,1,2025-12-05T06:28:55.143894
2065,AEL.N0000,71.4,73.0,71.0,71.4,0.1,0.14025246,1052645,1764916023753,2000,2025-12-05T06:28:55.143894
472,ACL.N0000,238.0,245.0,238.0,239.75,0.0,0.0,192031,1764916065351,4,2025-12-05T06:28:55.143894
406,APLA.N0000,1649.5,1649.5,1592.0,1600.0,8.0,0.5025126,230,1764915927764,6,2025-12-05T06:28:55.143894
554,ACME.N0000,6.4,6.4,6.1,6.1,-0.1,-1.6129032,1493,1764914184212,1,2025-12-05T06:28:55.143894
163,AGAL.N0000,52.1,52.1,50.5,51.5,-1.1,-2.0912547,26324,1764915649616,610,2025-12-05T06:28:55.143894
2026,AGST.N0000,8.7,8.9,8.4,8.5,-0.1,-1.1627907,358646,1764916015210,5904,2025-12-05T06:28:55.143894
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,200,1764908429169,200,2025-12-05T06:28:55.143894
144,AHUN.N0000,103.25,107.0,103.0,103.0,1.0,0.98039216,16171,1764914580035,100,2025-12-05T06:28:55.143894
