id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52659607,6616,INME.N0000,1749.75,-423.5,-19.48694351777292,1764924307000,2025-12-05T08:39:08.327855
52655128,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764921745000,2025-12-05T08:39:08.327855
52659646,520,CTLD.N0000,34.1,-3.6,-9.549071618037136,1764924537000,2025-12-05T08:39:08.327855
52657897,468,TAJ.N0000,38.0,-3.8,-9.090909090909092,1764923580000,2025-12-05T08:39:08.327855
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T08:39:08.327855
52659513,477,TPL.N0000,140.0,-12.25,-8.045977011494253,1764924667000,2025-12-05T08:39:08.327855
52659514,167,HARI.N0000,5600.0,-438.0,-7.254057634978469,1764924342000,2025-12-05T08:39:08.327855
52658823,5291,SDF.N0000,40.4,-3.1,-7.126436781609195,1764923825000,2025-12-05T08:39:08.327855
52659669,1785,SFIN.N0000,54.9,-4.1,-6.9491525423728815,1764924206000,2025-12-05T08:39:08.327855
52649854,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764920093000,2025-12-05T08:39:08.327855
