id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1200.0,-33.25,-2.6961281,1290,1764922499741,100,2025-12-05T08:17:10.333736
1845,AFSL.N0000,68.5,70.0,65.5,67.8,-0.7,-1.0218978,3847,1764922542879,59,2025-12-05T08:17:10.333736
2065,AEL.N0000,71.4,73.0,70.9,71.3,0.0,0.0,1543156,1764922586860,1,2025-12-05T08:17:10.333736
472,ACL.N0000,238.0,245.0,237.5,238.0,-1.75,-0.729927,260373,1764922565922,17,2025-12-05T08:17:10.333736
406,APLA.N0000,1649.5,1649.5,1550.0,1570.0,-22.0,-1.3819095,782,1764922448711,75,2025-12-05T08:17:10.333736
554,ACME.N0000,6.4,6.4,6.0,6.0,-0.2,-3.2258065,32062,1764922068154,855,2025-12-05T08:17:10.333736
163,AGAL.N0000,52.1,52.1,49.0,49.0,-3.6,-6.8441067,52724,1764922330172,50,2025-12-05T08:17:10.333736
2026,AGST.N0000,8.7,8.9,8.4,8.7,0.1,1.1627907,475178,1764922506000,10,2025-12-05T08:17:10.333736
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T08:17:10.333736
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,28323,1764921304576,550,2025-12-05T08:17:10.333736
