id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52649082,6616,INME.N0000,1700.0,-473.25,-21.776141723225585,1764918893000,2025-12-05T07:39:20.736190
52650444,4439,MCPL.N0000,42.8,-5.2,-10.833333333333334,1764919783000,2025-12-05T07:39:20.736190
52652354,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764920336000,2025-12-05T07:39:20.736190
52645997,443,LVEN.N0000,61.0,-6.6,-9.763313609467456,1764918082000,2025-12-05T07:39:20.736190
52649999,153,SING.N0000,47.1,-4.8,-9.248554913294798,1764920244000,2025-12-05T07:39:20.736190
52649443,2997,TESS.X0000,1.0,-0.1,-9.090909090909092,1764919160000,2025-12-05T07:39:20.736190
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T07:39:20.736190
52650952,1844,AMF.N0000,65.8,-5.9,-8.228730822873082,1764919911000,2025-12-05T07:39:20.736190
52651281,461,KZOO.N0000,10.2,-0.8,-7.2727272727272725,1764920706000,2025-12-05T07:39:20.736190
52649603,167,HARI.N0000,5600.0,-438.0,-7.254057634978469,1764919212000,2025-12-05T07:39:20.736190
