id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1200.0,1200.0,-33.25,-2.6961281,813,1764916843467,42,2025-12-05T06:44:32.226964
1845,AFSL.N0000,68.5,70.0,65.5,65.5,-3.0,-4.379562,3482,1764914431172,1,2025-12-05T06:44:32.226964
2065,AEL.N0000,71.4,73.0,71.0,71.9,0.6,0.8415147,1118624,1764916941871,50,2025-12-05T06:44:32.226964
472,ACL.N0000,238.0,245.0,238.0,239.0,-0.75,-0.31282586,192298,1764917003377,50,2025-12-05T06:44:32.226964
406,APLA.N0000,1649.5,1649.5,1575.0,1580.0,-12.0,-0.75376886,341,1764916980476,5,2025-12-05T06:44:32.226964
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1843,1764916182704,350,2025-12-05T06:44:32.226964
163,AGAL.N0000,52.1,52.1,50.5,51.2,-1.4,-2.661597,26424,1764916956852,100,2025-12-05T06:44:32.226964
2026,AGST.N0000,8.7,8.9,8.4,8.5,-0.1,-1.1627907,365027,1764916141667,6381,2025-12-05T06:44:32.226964
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,200,1764908429169,200,2025-12-05T06:44:32.226964
144,AHUN.N0000,103.25,107.0,103.0,104.0,2.0,1.9607843,16425,1764916972216,202,2025-12-05T06:44:32.226964
