id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1196.0,-37.25,-3.0204744,900,1764920477901,2,2025-12-05T07:44:26.712714
1845,AFSL.N0000,68.5,70.0,65.5,65.9,-2.6,-3.7956204,3587,1764920406405,80,2025-12-05T07:44:26.712714
2065,AEL.N0000,71.4,73.0,71.0,71.5,0.2,0.2805049,1340333,1764920652503,4500,2025-12-05T07:44:26.712714
472,ACL.N0000,238.0,245.0,237.75,238.0,-1.75,-0.729927,236680,1764920609865,104,2025-12-05T07:44:26.712714
406,APLA.N0000,1649.5,1649.5,1550.0,1598.0,6.0,0.37688443,575,1764920332610,2,2025-12-05T07:44:26.712714
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1943,1764919549614,100,2025-12-05T07:44:26.712714
163,AGAL.N0000,52.1,52.1,50.0,50.5,-2.1,-3.9923954,47698,1764919850222,355,2025-12-05T07:44:26.712714
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T07:44:26.712714
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T07:44:26.712714
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,23324,1764920217719,10,2025-12-05T07:44:26.712714
