id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52655220,267,DOCK.N0000,122.0,14.23,13.204045652779067,1764922049000,2025-12-05T08:01:54.160777
52647265,453,CHL.X0000,198.75,12.5,6.7114093959731544,1764918254000,2025-12-05T08:01:54.160777
52652253,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764920413000,2025-12-05T08:01:54.160777
52636990,1789,SFCL.N0000,1170.0,55.5,4.979811574697174,1764913794000,2025-12-05T08:01:54.160777
52648643,3244,AINS.N0000,37.0,1.7,4.81586402266289,1764919558000,2025-12-05T08:01:54.160777
52648861,193,BALA.N0000,73.5,3.2,4.551920341394026,1764919384000,2025-12-05T08:01:54.160777
52649641,492,ONAL.N0000,44.9,1.9,4.4186046511627906,1764919632000,2025-12-05T08:01:54.160777
52649576,329,KHC.N0000,15.6,0.6,4.0,1764919320000,2025-12-05T08:01:54.160777
52646829,40,LHCL.N0000,103.0,3.9,3.9354187689202824,1764918372000,2025-12-05T08:01:54.160777
52654223,1596,ODEL.N0000,11.5,0.4,3.6036036036036037,1764921369000,2025-12-05T08:01:54.160777
