id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1220.0,-13.25,-1.074397,1348,1764924738871,1,2025-12-05T08:54:38.325686
1845,AFSL.N0000,68.5,70.0,65.5,67.5,-1.0,-1.459854,3851,1764924254996,4,2025-12-05T08:54:38.325686
2065,AEL.N0000,71.4,73.0,70.9,71.5,0.2,0.2805049,1661831,1764924848308,1000,2025-12-05T08:54:38.325686
472,ACL.N0000,238.0,245.0,237.5,240.25,0.5,0.20855057,285696,1764924804843,59,2025-12-05T08:54:38.325686
406,APLA.N0000,1649.5,1649.5,1550.0,1559.5,-32.5,-2.0414572,821,1764924857875,3,2025-12-05T08:54:38.325686
554,ACME.N0000,6.4,6.4,6.0,6.0,-0.2,-3.2258065,39477,1764924830686,700,2025-12-05T08:54:38.325686
163,AGAL.N0000,52.1,52.1,49.0,50.9,-1.7,-3.231939,59002,1764924608251,100,2025-12-05T08:54:38.325686
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,555727,1764924830734,295,2025-12-05T08:54:38.325686
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T08:54:38.325686
144,AHUN.N0000,103.25,107.0,102.0,103.5,1.5,1.4705882,28825,1764924273963,1,2025-12-05T08:54:38.325686
