id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52645365,6616,INME.N0000,1800.0,-373.25,-17.17473829518003,1764917733000,2025-12-05T06:44:33.561364
52645321,4439,MCPL.N0000,42.4,-5.6,-11.666666666666666,1764917264000,2025-12-05T06:44:33.561364
52645246,443,LVEN.N0000,60.1,-7.5,-11.094674556213018,1764917719000,2025-12-05T06:44:33.561364
52631898,153,SING.N0000,47.1,-4.8,-9.248554913294798,1764912358000,2025-12-05T06:44:33.561364
52644441,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764917035000,2025-12-05T06:44:33.561364
52643803,400,MBSL.N0000,9.8,-0.9,-8.411214953271028,1764916807000,2025-12-05T06:44:33.561364
52645218,941,JINS.N0000,119.25,-9.25,-7.198443579766537,1764917504000,2025-12-05T06:44:33.561364
52644816,246,SHOT.N0000,20.0,-1.5,-6.976744186046512,1764917125000,2025-12-05T06:44:33.561364
52642658,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764916555000,2025-12-05T06:44:33.561364
52644499,196,GUAR.N0000,250.0,-18.5,-6.890130353817504,1764917232000,2025-12-05T06:44:33.561364
