id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1200.0,1200.0,-33.25,-2.6961281,888,1764919837143,13,2025-12-05T07:39:19.503739
1845,AFSL.N0000,68.5,70.0,65.5,65.9,-2.6,-3.7956204,3507,1764919369445,10,2025-12-05T07:39:19.503739
2065,AEL.N0000,71.4,73.0,71.0,71.5,0.2,0.2805049,1314946,1764920235157,22,2025-12-05T07:39:19.503739
472,ACL.N0000,238.0,245.0,238.0,238.0,-1.75,-0.729927,236383,1764920293985,100,2025-12-05T07:39:19.503739
406,APLA.N0000,1649.5,1649.5,1550.0,1598.0,6.0,0.37688443,573,1764920210402,2,2025-12-05T07:39:19.503739
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1943,1764919549614,100,2025-12-05T07:39:19.503739
163,AGAL.N0000,52.1,52.1,50.0,50.5,-2.1,-3.9923954,47643,1764919850222,355,2025-12-05T07:39:19.503739
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T07:39:19.503739
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T07:39:19.503739
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,23324,1764920217719,10,2025-12-05T07:39:19.503739
