id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52646816,267,DOCK.N0000,123.75,15.98,14.827874176486963,1764918369000,2025-12-05T06:54:59.593703
52642879,132,HAPU.N0000,58.0,3.9,7.208872458410351,1764916019000,2025-12-05T06:54:59.593703
52646592,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764917957000,2025-12-05T06:54:59.593703
52646761,2091,MEL.N0000,4.1,0.2,5.128205128205129,1764918112000,2025-12-05T06:54:59.593703
52646083,1849,SHL.N0000,6.3,0.3,5.0,1764918203000,2025-12-05T06:54:59.593703
52636990,1789,SFCL.N0000,1170.0,55.5,4.979811574697174,1764913794000,2025-12-05T06:54:59.593703
52642613,3244,AINS.N0000,37.0,1.7,4.81586402266289,1764916220000,2025-12-05T06:54:59.593703
52646802,329,KHC.N0000,15.7,0.7,4.666666666666667,1764917947000,2025-12-05T06:54:59.593703
52644837,193,BALA.N0000,73.5,3.2,4.551920341394026,1764917611000,2025-12-05T06:54:59.593703
52642937,364,ATL.N0000,24.5,1.0,4.25531914893617,1764916248000,2025-12-05T06:54:59.593703
