id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52660294,6616,INME.N0000,1750.0,-423.25,-19.475440009202806,1764924234000,2025-12-05T08:49:31.742883
52655128,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764921745000,2025-12-05T08:49:31.742883
52659646,520,CTLD.N0000,34.1,-3.6,-9.549071618037136,1764924537000,2025-12-05T08:49:31.742883
52657897,468,TAJ.N0000,38.0,-3.8,-9.090909090909092,1764923580000,2025-12-05T08:49:31.742883
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T08:49:31.742883
52659893,167,HARI.N0000,5600.0,-438.0,-7.254057634978469,1764924015000,2025-12-05T08:49:31.742883
52658823,5291,SDF.N0000,40.4,-3.1,-7.126436781609195,1764923825000,2025-12-05T08:49:31.742883
52660919,1785,SFIN.N0000,54.8,-4.2,-7.11864406779661,1764925169000,2025-12-05T08:49:31.742883
52660156,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764924365000,2025-12-05T08:49:31.742883
52644992,117,SIL.N0000,365.0,-27.0,-6.887755102040816,1764917505000,2025-12-05T08:49:31.742883
