id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1200.0,-33.25,-2.6961281,1153,1764921394820,27,2025-12-05T08:01:53.547102
1845,AFSL.N0000,68.5,70.0,65.5,66.0,-2.5,-3.649635,3787,1764921636301,180,2025-12-05T08:01:53.547102
2065,AEL.N0000,71.4,73.0,71.0,71.0,-0.3,-0.42075735,1517086,1764921688850,400,2025-12-05T08:01:53.547102
472,ACL.N0000,238.0,245.0,237.5,238.0,-1.75,-0.729927,251602,1764921676434,3650,2025-12-05T08:01:53.547102
406,APLA.N0000,1649.5,1649.5,1550.0,1598.0,6.0,0.37688443,706,1764920992357,77,2025-12-05T08:01:53.547102
554,ACME.N0000,6.4,6.4,6.0,6.0,-0.2,-3.2258065,12062,1764921429422,8055,2025-12-05T08:01:53.547102
163,AGAL.N0000,52.1,52.1,49.9,50.0,-2.6,-4.942966,49217,1764921697521,7,2025-12-05T08:01:53.547102
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T08:01:53.547102
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T08:01:53.547102
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,28323,1764921304576,550,2025-12-05T08:01:53.547102
