id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52649082,6616,INME.N0000,1700.0,-473.25,-21.776141723225585,1764918893000,2025-12-05T07:18:56.940248
52649113,520,CTLD.N0000,33.5,-4.2,-11.140583554376658,1764918982000,2025-12-05T07:18:56.940248
52647706,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764918631000,2025-12-05T07:18:56.940248
52645997,443,LVEN.N0000,61.0,-6.6,-9.763313609467456,1764918082000,2025-12-05T07:18:56.940248
52649086,153,SING.N0000,47.0,-4.9,-9.441233140655106,1764919488000,2025-12-05T07:18:56.940248
52649443,2997,TESS.X0000,1.0,-0.1,-9.090909090909092,1764919160000,2025-12-05T07:18:56.940248
52647616,246,SHOT.N0000,19.6,-1.9,-8.837209302325581,1764918714000,2025-12-05T07:18:56.940248
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T07:18:56.940248
52648804,1844,AMF.N0000,65.8,-5.9,-8.228730822873082,1764919443000,2025-12-05T07:18:56.940248
52649401,5355,LGIL.N0000,7.5,-0.6,-7.407407407407407,1764919689000,2025-12-05T07:18:56.940248
