id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1200.0,-33.25,-2.6961281,901,1764920687502,1,2025-12-05T07:54:40.555329
1845,AFSL.N0000,68.5,70.0,65.5,66.0,-2.5,-3.649635,3607,1764920868270,20,2025-12-05T07:54:40.555329
2065,AEL.N0000,71.4,73.0,71.0,71.3,0.0,0.0,1396100,1764921244494,30,2025-12-05T07:54:40.555329
472,ACL.N0000,238.0,245.0,237.75,237.75,-2.0,-0.8342023,246964,1764921226520,57,2025-12-05T07:54:40.555329
406,APLA.N0000,1649.5,1649.5,1550.0,1598.0,6.0,0.37688443,706,1764920992357,77,2025-12-05T07:54:40.555329
554,ACME.N0000,6.4,6.4,6.1,6.1,-0.1,-1.6129032,2062,1764921088401,55,2025-12-05T07:54:40.555329
163,AGAL.N0000,52.1,52.1,50.0,50.0,-2.6,-4.942966,47876,1764921244192,20,2025-12-05T07:54:40.555329
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T07:54:40.555329
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T07:54:40.555329
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,27773,1764920844175,1500,2025-12-05T07:54:40.555329
