id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52645598,6616,INME.N0000,1800.0,-373.25,-17.17473829518003,1764917992000,2025-12-05T06:46:24.871556
52645321,4439,MCPL.N0000,42.4,-5.6,-11.666666666666666,1764917264000,2025-12-05T06:46:24.871556
52645781,443,LVEN.N0000,60.6,-7.0,-10.355029585798816,1764918072000,2025-12-05T06:46:24.871556
52631898,153,SING.N0000,47.1,-4.8,-9.248554913294798,1764912358000,2025-12-05T06:46:24.871556
52644441,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764917035000,2025-12-05T06:46:24.871556
52643803,400,MBSL.N0000,9.8,-0.9,-8.411214953271028,1764916807000,2025-12-05T06:46:24.871556
52645218,941,JINS.N0000,119.25,-9.25,-7.198443579766537,1764917504000,2025-12-05T06:46:24.871556
52645445,520,CTLD.N0000,35.0,-2.7,-7.161803713527852,1764917510000,2025-12-05T06:46:24.871556
52644816,246,SHOT.N0000,20.0,-1.5,-6.976744186046512,1764917125000,2025-12-05T06:46:24.871556
52642658,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764916555000,2025-12-05T06:46:24.871556
