id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52649082,6616,INME.N0000,1700.0,-473.25,-21.776141723225585,1764918893000,2025-12-05T07:13:51.582666
52647706,5511,AFS.N0000,22.3,-2.5,-10.080645161290322,1764918631000,2025-12-05T07:13:51.582666
52649081,520,CTLD.N0000,34.0,-3.7,-9.814323607427056,1764919491000,2025-12-05T07:13:51.582666
52645997,443,LVEN.N0000,61.0,-6.6,-9.763313609467456,1764918082000,2025-12-05T07:13:51.582666
52649086,153,SING.N0000,47.0,-4.9,-9.441233140655106,1764919488000,2025-12-05T07:13:51.582666
52647616,246,SHOT.N0000,19.6,-1.9,-8.837209302325581,1764918714000,2025-12-05T07:13:51.582666
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T07:13:51.582666
52648804,1844,AMF.N0000,65.8,-5.9,-8.228730822873082,1764919443000,2025-12-05T07:13:51.582666
52648466,167,HARI.N0000,5600.0,-438.0,-7.254057634978469,1764919069000,2025-12-05T07:13:51.582666
52648857,492,ONAL.N0000,40.0,-3.0,-6.976744186046512,1764919628000,2025-12-05T07:13:51.582666
