id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1200.0,1200.0,-33.25,-2.6961281,888,1764919837143,13,2025-12-05T07:34:12.915582
1845,AFSL.N0000,68.5,70.0,65.5,65.9,-2.6,-3.7956204,3507,1764919369445,10,2025-12-05T07:34:12.915582
2065,AEL.N0000,71.4,73.0,71.0,71.5,0.2,0.2805049,1304876,1764920038946,903,2025-12-05T07:34:12.915582
472,ACL.N0000,238.0,245.0,238.0,238.0,-1.75,-0.729927,236283,1764919635600,100,2025-12-05T07:34:12.915582
406,APLA.N0000,1649.5,1649.5,1550.0,1597.5,5.5,0.34547737,571,1764919251310,1,2025-12-05T07:34:12.915582
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1943,1764919549614,100,2025-12-05T07:34:12.915582
163,AGAL.N0000,52.1,52.1,50.0,50.5,-2.1,-3.9923954,47643,1764919850222,355,2025-12-05T07:34:12.915582
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T07:34:12.915582
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,391,1764917460522,191,2025-12-05T07:34:12.915582
144,AHUN.N0000,103.25,107.0,103.0,103.0,1.0,0.98039216,21438,1764919711192,100,2025-12-05T07:34:12.915582
