id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52660294,6616,INME.N0000,1750.0,-423.25,-19.475440009202806,1764924234000,2025-12-05T08:54:39.555292
52661757,117,SIL.N0000,352.0,-40.0,-10.204081632653061,1764925567000,2025-12-05T08:54:39.555292
52647338,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764918530000,2025-12-05T08:54:39.555292
52659893,167,HARI.N0000,5600.0,-438.0,-7.254057634978469,1764924015000,2025-12-05T08:54:39.555292
52661504,520,CTLD.N0000,35.0,-2.7,-7.161803713527852,1764924836000,2025-12-05T08:54:39.555292
52660156,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764924365000,2025-12-05T08:54:39.555292
52659864,291,NAMU.N0000,615.0,-43.5,-6.605922551252847,1764924510000,2025-12-05T08:54:39.555292
52660012,477,TPL.N0000,142.25,-10.0,-6.568144499178982,1764924286000,2025-12-05T08:54:39.555292
52661444,461,KZOO.N0000,10.3,-0.7,-6.363636363636363,1764925192000,2025-12-05T08:54:39.555292
52660182,4,TESS.N0000,1.5,-0.1,-6.25,1764925136000,2025-12-05T08:54:39.555292
