id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52643442,267,DOCK.N0000,123.75,15.98,14.827874176486963,1764916947000,2025-12-05T06:31:23.133789
52641800,185,SEMB.N0000,0.8,0.1,14.285714285714286,1764915781000,2025-12-05T06:31:23.133789
52638527,487,PARA.N0000,156.75,11.75,8.10344827586207,1764914567000,2025-12-05T06:31:23.133789
52642879,132,HAPU.N0000,58.0,3.9,7.208872458410351,1764916019000,2025-12-05T06:31:23.133789
52643114,453,CHL.X0000,198.75,12.5,6.7114093959731544,1764916328000,2025-12-05T06:31:23.133789
52623472,2035,AGST.X0000,12.2,0.7,6.086956521739131,1764908577000,2025-12-05T06:31:23.133789
52643033,329,KHC.N0000,15.8,0.8,5.333333333333333,1764916485000,2025-12-05T06:31:23.133789
52643498,2091,MEL.N0000,4.1,0.2,5.128205128205129,1764916304000,2025-12-05T06:31:23.133789
52642214,1849,SHL.N0000,6.3,0.3,5.0,1764916075000,2025-12-05T06:31:23.133789
52636990,1789,SFCL.N0000,1170.0,55.5,4.979811574697174,1764913794000,2025-12-05T06:31:23.133789
