id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1200.0,1220.0,-13.25,-1.074397,646,1764915976801,19,2025-12-05T06:31:22.474905
1845,AFSL.N0000,68.5,70.0,65.5,65.5,-3.0,-4.379562,3482,1764914431172,1,2025-12-05T06:31:22.474905
2065,AEL.N0000,71.4,73.0,71.0,71.4,0.1,0.14025246,1057745,1764916205596,3715,2025-12-05T06:31:22.474905
472,ACL.N0000,238.0,245.0,238.0,239.75,0.0,0.0,192081,1764916223602,50,2025-12-05T06:31:22.474905
406,APLA.N0000,1649.5,1649.5,1580.0,1580.0,-12.0,-0.75376886,266,1764916162826,5,2025-12-05T06:31:22.474905
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1843,1764916182704,350,2025-12-05T06:31:22.474905
163,AGAL.N0000,52.1,52.1,50.5,51.5,-1.1,-2.0912547,26324,1764915649616,610,2025-12-05T06:31:22.474905
2026,AGST.N0000,8.7,8.9,8.4,8.5,-0.1,-1.1627907,365027,1764916141667,6381,2025-12-05T06:31:22.474905
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,200,1764908429169,200,2025-12-05T06:31:22.474905
144,AHUN.N0000,103.25,107.0,103.0,104.0,2.0,1.9607843,16201,1764916243058,20,2025-12-05T06:31:22.474905
