id,securityId,symbol,price,change,changePercentage,tradeDate,fetched_at_utc
52640615,6616,INME.N0000,1750.0,-423.25,-19.475440009202806,1764915571000,2025-12-05T06:39:21.342052
52643583,4439,MCPL.N0000,42.4,-5.6,-11.666666666666666,1764917046000,2025-12-05T06:39:21.342052
52631898,153,SING.N0000,47.1,-4.8,-9.248554913294798,1764912358000,2025-12-05T06:39:21.342052
52644441,243,SLND.N0000,1804.0,-170.0,-8.611955420466058,1764917035000,2025-12-05T06:39:21.342052
52643803,400,MBSL.N0000,9.8,-0.9,-8.411214953271028,1764916807000,2025-12-05T06:39:21.342052
52644596,2145,TAP.N0000,37.0,-2.8,-7.035175879396985,1764917312000,2025-12-05T06:39:21.342052
52644565,246,SHOT.N0000,20.0,-1.5,-6.976744186046512,1764917118000,2025-12-05T06:39:21.342052
52642658,354,PALM.N0000,70.0,-5.2,-6.914893617021277,1764916555000,2025-12-05T06:39:21.342052
52644499,196,GUAR.N0000,250.0,-18.5,-6.890130353817504,1764917232000,2025-12-05T06:39:21.342052
52642901,117,SIL.N0000,365.0,-27.0,-6.887755102040816,1764915946000,2025-12-05T06:39:21.342052
