id,symbol,open,high,low,lastTradedPrice,change,changePercentage,crossingVolume,tradesTime,quantity,fetched_at_utc
204,ABAN.N0000,1230.0,1290.0,1196.0,1200.0,-33.25,-2.6961281,901,1764920687502,1,2025-12-05T07:49:32.169195
1845,AFSL.N0000,68.5,70.0,65.5,66.0,-2.5,-3.649635,3607,1764920868270,20,2025-12-05T07:49:32.169195
2065,AEL.N0000,71.4,73.0,71.0,71.3,0.0,0.0,1381887,1764920902045,1,2025-12-05T07:49:32.169195
472,ACL.N0000,238.0,245.0,237.75,238.0,-1.75,-0.729927,236705,1764920770967,25,2025-12-05T07:49:32.169195
406,APLA.N0000,1649.5,1649.5,1550.0,1588.0,-4.0,-0.2512563,618,1764920929563,12,2025-12-05T07:49:32.169195
554,ACME.N0000,6.4,6.4,6.1,6.2,0.0,0.0,1943,1764919549614,100,2025-12-05T07:49:32.169195
163,AGAL.N0000,52.1,52.1,50.0,50.1,-2.5,-4.7528515,47876,1764920801444,178,2025-12-05T07:49:32.169195
2026,AGST.N0000,8.7,8.9,8.4,8.6,0.0,0.0,406799,1764919982331,1,2025-12-05T07:49:32.169195
2035,AGST.X0000,12.2,12.2,12.2,12.2,0.7,6.0869565,401,1764920253163,1,2025-12-05T07:49:32.169195
144,AHUN.N0000,103.25,107.0,102.0,102.0,0.0,0.0,27773,1764920844175,1500,2025-12-05T07:49:32.169195
