city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,51.8,5,2025-12-08T03:45:56.072051,simulated
Galle,6.0535,80.221,49.0,2,2025-12-08T03:45:56.072051,simulated
Kandy,7.2906,80.6337,58.5,5,2025-12-08T03:45:56.072051,simulated
Jaffna,9.6615,80.0255,53.8,1,2025-12-08T03:45:56.072051,simulated
Negombo,7.2083,79.8358,45.9,0,2025-12-08T03:45:56.072051,simulated
Anuradhapura,8.3114,80.4037,41.7,2,2025-12-08T03:45:56.072051,simulated
Kurunegala,7.4863,80.3647,70.8,4,2025-12-08T03:45:56.072051,simulated
Ratnapura,6.6828,80.3992,64.6,4,2025-12-08T03:45:56.072051,simulated
Matara,5.9549,80.555,69.3,3,2025-12-08T03:45:56.072051,simulated
Badulla,6.9934,81.055,48.1,5,2025-12-08T03:45:56.072051,simulated
