city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,31.2,0,2025-12-06T05:03:08.855031,simulated
Galle,6.0535,80.221,33.1,0,2025-12-06T05:03:08.855031,simulated
Kandy,7.2906,80.6337,20.4,0,2025-12-06T05:03:08.855031,simulated
Jaffna,9.6615,80.0255,23.0,1,2025-12-06T05:03:08.855031,simulated
Negombo,7.2083,79.8358,26.6,1,2025-12-06T05:03:08.855031,simulated
Anuradhapura,8.3114,80.4037,36.4,0,2025-12-06T05:03:08.855031,simulated
Kurunegala,7.4863,80.3647,35.1,0,2025-12-06T05:03:08.855031,simulated
Ratnapura,6.6828,80.3992,14.6,1,2025-12-06T05:03:08.855031,simulated
Matara,5.9549,80.555,19.0,1,2025-12-06T05:03:08.855031,simulated
Badulla,6.9934,81.055,23.3,1,2025-12-06T05:03:08.855031,simulated
