city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,10.9,0,2025-12-08T18:01:51.582255,simulated
Galle,6.0535,80.221,25.2,2,2025-12-08T18:01:51.582255,simulated
Kandy,7.2906,80.6337,19.0,1,2025-12-08T18:01:51.582255,simulated
Jaffna,9.6615,80.0255,33.7,1,2025-12-08T18:01:51.582255,simulated
Negombo,7.2083,79.8358,17.7,0,2025-12-08T18:01:51.582255,simulated
Anuradhapura,8.3114,80.4037,20.7,1,2025-12-08T18:01:51.582255,simulated
Kurunegala,7.4863,80.3647,29.7,1,2025-12-08T18:01:51.582255,simulated
Ratnapura,6.6828,80.3992,22.4,2,2025-12-08T18:01:51.582255,simulated
Matara,5.9549,80.555,33.6,1,2025-12-08T18:01:51.582255,simulated
Badulla,6.9934,81.055,31.0,1,2025-12-08T18:01:51.582255,simulated
