city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,69.2,0,2025-12-09T04:05:34.999846,simulated
Galle,6.0535,80.221,45.3,1,2025-12-09T04:05:34.999846,simulated
Kandy,7.2906,80.6337,52.9,1,2025-12-09T04:05:34.999846,simulated
Jaffna,9.6615,80.0255,53.2,1,2025-12-09T04:05:34.999846,simulated
Negombo,7.2083,79.8358,63.4,0,2025-12-09T04:05:34.999846,simulated
Anuradhapura,8.3114,80.4037,59.5,3,2025-12-09T04:05:34.999846,simulated
Kurunegala,7.4863,80.3647,60.5,1,2025-12-09T04:05:34.999846,simulated
Ratnapura,6.6828,80.3992,54.4,2,2025-12-09T04:05:34.999846,simulated
Matara,5.9549,80.555,31.3,2,2025-12-09T04:05:34.999846,simulated
Badulla,6.9934,81.055,65.6,1,2025-12-09T04:05:34.999846,simulated
