city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,36.4,0,2025-12-09T06:59:28.083283,simulated
Galle,6.0535,80.221,47.1,4,2025-12-09T06:59:28.083283,simulated
Kandy,7.2906,80.6337,24.8,0,2025-12-09T06:59:28.083283,simulated
Jaffna,9.6615,80.0255,38.8,0,2025-12-09T06:59:28.083283,simulated
Negombo,7.2083,79.8358,12.0,0,2025-12-09T06:59:28.083283,simulated
Anuradhapura,8.3114,80.4037,26.0,0,2025-12-09T06:59:28.083283,simulated
Kurunegala,7.4863,80.3647,36.7,0,2025-12-09T06:59:28.083283,simulated
Ratnapura,6.6828,80.3992,37.7,1,2025-12-09T06:59:28.083283,simulated
Matara,5.9549,80.555,30.3,0,2025-12-09T06:59:28.083283,simulated
Badulla,6.9934,81.055,26.7,0,2025-12-09T06:59:28.083283,simulated
