city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,44.8,1,2025-12-08T04:28:33.689296,simulated
Galle,6.0535,80.221,61.2,4,2025-12-08T04:28:33.689296,simulated
Kandy,7.2906,80.6337,63.9,1,2025-12-08T04:28:33.689296,simulated
Jaffna,9.6615,80.0255,55.3,0,2025-12-08T04:28:33.689296,simulated
Negombo,7.2083,79.8358,55.9,4,2025-12-08T04:28:33.689296,simulated
Anuradhapura,8.3114,80.4037,42.9,1,2025-12-08T04:28:33.689296,simulated
Kurunegala,7.4863,80.3647,65.5,2,2025-12-08T04:28:33.689296,simulated
Ratnapura,6.6828,80.3992,60.5,5,2025-12-08T04:28:33.689296,simulated
Matara,5.9549,80.555,50.2,0,2025-12-08T04:28:33.689296,simulated
Badulla,6.9934,81.055,53.2,5,2025-12-08T04:28:33.689296,simulated
