city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,31.0,1,2025-12-09T06:43:36.843361,simulated
Galle,6.0535,80.221,34.7,2,2025-12-09T06:43:36.843361,simulated
Kandy,7.2906,80.6337,16.8,2,2025-12-09T06:43:36.843361,simulated
Jaffna,9.6615,80.0255,11.0,1,2025-12-09T06:43:36.843361,simulated
Negombo,7.2083,79.8358,15.7,2,2025-12-09T06:43:36.843361,simulated
Anuradhapura,8.3114,80.4037,13.0,2,2025-12-09T06:43:36.843361,simulated
Kurunegala,7.4863,80.3647,45.4,4,2025-12-09T06:43:36.843361,simulated
Ratnapura,6.6828,80.3992,23.7,0,2025-12-09T06:43:36.843361,simulated
Matara,5.9549,80.555,35.4,0,2025-12-09T06:43:36.843361,simulated
Badulla,6.9934,81.055,42.7,1,2025-12-09T06:43:36.843361,simulated
