city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,24.4,2,2025-12-06T05:19:21.446634,simulated
Galle,6.0535,80.221,24.1,0,2025-12-06T05:19:21.446634,simulated
Kandy,7.2906,80.6337,24.3,2,2025-12-06T05:19:21.446634,simulated
Jaffna,9.6615,80.0255,23.7,1,2025-12-06T05:19:21.446634,simulated
Negombo,7.2083,79.8358,38.8,2,2025-12-06T05:19:21.446634,simulated
Anuradhapura,8.3114,80.4037,30.5,2,2025-12-06T05:19:21.446634,simulated
Kurunegala,7.4863,80.3647,21.3,0,2025-12-06T05:19:21.446634,simulated
Ratnapura,6.6828,80.3992,20.8,0,2025-12-06T05:19:21.446634,simulated
Matara,5.9549,80.555,43.0,2,2025-12-06T05:19:21.446634,simulated
Badulla,6.9934,81.055,28.9,1,2025-12-06T05:19:21.446634,simulated
