city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,6.5,0,2025-12-09T07:22:38.934612,simulated
Galle,6.0535,80.221,36.9,2,2025-12-09T07:22:38.934612,simulated
Kandy,7.2906,80.6337,32.0,0,2025-12-09T07:22:38.934612,simulated
Jaffna,9.6615,80.0255,15.4,1,2025-12-09T07:22:38.934612,simulated
Negombo,7.2083,79.8358,40.0,3,2025-12-09T07:22:38.934612,simulated
Anuradhapura,8.3114,80.4037,29.0,0,2025-12-09T07:22:38.934612,simulated
Kurunegala,7.4863,80.3647,11.8,1,2025-12-09T07:22:38.934612,simulated
Ratnapura,6.6828,80.3992,40.9,0,2025-12-09T07:22:38.934612,simulated
Matara,5.9549,80.555,46.9,2,2025-12-09T07:22:38.934612,simulated
Badulla,6.9934,81.055,33.0,0,2025-12-09T07:22:38.934612,simulated
