city,lat,lon,congestion_percent,incident_count,fetched_at_utc,source
Colombo,6.9271,79.8612,25.9,1,2025-12-09T06:54:12.714990,simulated
Galle,6.0535,80.221,18.8,1,2025-12-09T06:54:12.714990,simulated
Kandy,7.2906,80.6337,33.6,2,2025-12-09T06:54:12.714990,simulated
Jaffna,9.6615,80.0255,36.2,0,2025-12-09T06:54:12.714990,simulated
Negombo,7.2083,79.8358,19.5,0,2025-12-09T06:54:12.714990,simulated
Anuradhapura,8.3114,80.4037,33.4,1,2025-12-09T06:54:12.714990,simulated
Kurunegala,7.4863,80.3647,24.1,0,2025-12-09T06:54:12.714990,simulated
Ratnapura,6.6828,80.3992,22.6,1,2025-12-09T06:54:12.714990,simulated
Matara,5.9549,80.555,33.3,0,2025-12-09T06:54:12.714990,simulated
Badulla,6.9934,81.055,21.1,0,2025-12-09T06:54:12.714990,simulated
